Player,Season,Team,S/C,Pos,GP,G,A,P,+/-,PIM,P/GP,EVG,EVP,PPG,PPP,SHG,SHP,OTG,GWG,S,S%,TOI/GP,FOW%,DOB,Birth City,S/P,Ctry,Ntnlty,Ht,Wt,Draft Yr,Round,Overall,1st Season,HOF,Game Type
Rafael Harvey-Pinard,20212022,MTL,L,L,4,1,0,1,-2,0,0.25,1,1,0,0,0,0,0,0,6,16.7,13:05,0,1999-01-06,Saguenay,QC,CAN,CAN,69,181,2019,7,201,20212022,N,Regular Season
Santeri Hatakka,20212022,SJS,L,D,9,0,2,2,-5,2,0.22,0,2,0,0,0,0,0,0,3,0,12:38,--,2001-01-15,Riihimaki,--,FIN,FIN,73,191,2019,6,184,20212022,N,Regular Season
Garnet Hathaway,20212022,WSH,R,R,76,14,12,26,19,57,0.34,14,25,0,0,0,1,0,4,124,11.3,13:23,35.7,1991-11-23,Naples,FL,USA,USA,74,212,--,--,--,20152016,N,Regular Season
Erik Haula,20212022,BOS,L,L,78,18,26,44,19,47,0.56,16,40,2,4,0,0,0,3,141,12.8,15:06,53.9,1991-03-23,Pori,--,FIN,FIN,71,191,2009,7,182,20132014,N,Regular Season
John Hayden,20212022,BUF,R,C,55,2,2,4,-12,84,0.07,2,4,0,0,0,0,0,0,65,3.1,10:51,22.2,1995-02-14,Chicago,IL,USA,USA,75,223,2013,3,74,20162017,N,Regular Season
Kevin Hayes,20212022,PHI,L,R,48,10,21,31,-20,26,0.65,8,26,2,4,0,1,0,1,126,7.9,17:55,42.8,1992-05-08,Dorchester,MA,USA,USA,77,216,2010,1,24,20142015,N,Regular Season
Zack Hayes,20212022,VGK,L,D,3,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,1,0,10:53,--,1999-04-24,Calgary,AB,CAN,CAN,75,224,--,--,--,20212022,N,Regular Season
Barrett Hayton,20212022,ARI,L,C,60,10,14,24,-8,20,0.4,8,19,2,5,0,0,0,1,82,12.2,16:07,48.1,2000-06-09,Peterborough,ON,CAN,CAN,73,200,2018,1,5,20192020,N,Regular Season
Dillon Heatherington,20212022,OTT,L,D,9,0,0,0,-1,7,0,0,0,0,0,0,0,0,0,4,0,12:20,--,1995-05-09,Calgary,AB,CAN,CAN,76,215,2013,2,50,20172018,N,Regular Season
Victor Hedman,20212022,TBL,L,D,82,20,65,85,26,36,1.04,14,47,6,38,0,0,1,6,219,9.1,25:05,--,1990-12-18,Ornskoldsvik,--,SWE,SWE,79,245,2009,1,2,20092010,N,Regular Season
Danton Heinen,20212022,PIT,L,L,76,18,15,33,6,16,0.43,15,29,3,4,0,0,0,1,138,13,12:43,0,1995-07-05,Langley,BC,CAN,CAN,74,195,2014,4,116,20162017,N,Regular Season
Ville Heinola,20212022,WPG,L,D,12,0,5,5,-2,10,0.42,0,5,0,0,0,0,0,0,25,0,14:54,--,2001-03-02,Honkajoki,--,FIN,FIN,72,181,2019,1,20,20192020,N,Regular Season
Miro Heiskanen,20212022,DAL,L,D,70,5,31,36,3,24,0.51,2,25,3,11,0,0,1,1,156,3.2,24:53,--,1999-07-18,Espoo,--,FIN,FIN,74,197,2017,1,3,20182019,N,Regular Season
Darren Helm,20212022,COL,L,C,68,7,8,15,-5,14,0.22,6,13,0,0,1,2,0,1,93,7.5,10:33,44.2,1987-01-21,St. Andrews,MB,CAN,CAN,72,192,2005,5,132,20072008,N,Regular Season
Adam Henrique,20212022,ANA,L,C,58,19,23,42,-2,14,0.72,13,31,6,11,0,0,0,0,141,13.5,17:25,55.5,1990-02-06,Brantford,ON,CAN,CAN,72,195,2008,3,82,20102011,N,Regular Season
Aleksi Heponiemi,20212022,FLA,L,C,6,0,1,1,-6,2,0.17,0,0,0,1,0,0,0,0,7,0,14:02,33.3,1999-01-09,Tampere,--,FIN,FIN,70,155,2017,2,40,20202021,N,Regular Season
Tomas Hertl,20212022,SJS,L,C,82,30,34,64,-9,30,0.78,24,47,6,16,0,1,3,6,205,14.6,19:56,52.5,1993-11-12,Praha,--,CZE,CZE,75,220,2012,1,17,20132014,N,Regular Season
Thomas Hickey,20212022,NYI,L,D,2,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,--,19:29,--,1989-02-08,Calgary,AB,CAN,CAN,72,185,2007,1,4,20122013,N,Regular Season
Matthew Highmore,20212022,VAN,L,C,46,5,7,12,1,14,0.26,4,11,1,1,0,0,0,0,61,8.2,12:42,37.5,1996-02-27,Halifax,NS,CAN,CAN,71,186,--,--,--,20172018,N,Regular Season
Cam Hillis,20212022,MTL,R,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10:15,50,2000-06-24,Oshawa,ON,CAN,CAN,70,189,2018,3,66,20212022,N,Regular Season
Vinnie Hinostroza,20212022,BUF,R,C,62,13,12,25,-11,24,0.4,12,24,1,1,0,0,0,2,92,14.1,13:52,42.9,1994-04-03,Chicago,IL,USA,USA,70,183,2012,6,169,20152016,N,Regular Season
Roope Hintz,20212022,DAL,L,C,80,37,35,72,15,28,0.9,25,44,9,24,3,4,1,7,213,17.4,18:02,53,1996-11-17,Nokia,--,FIN,FIN,75,213,2015,2,49,20182019,N,Regular Season
Taro Hirose,20212022,DET,L,L,15,1,3,4,-5,4,0.27,0,2,1,2,0,0,0,0,10,10,10:40,50,1996-06-30,Calgary,AB,CAN,CAN,70,162,--,--,--,20182019,N,Regular Season
Nico Hischier,20212022,NJD,L,C,70,21,39,60,-1,17,0.86,17,46,4,12,0,2,1,2,153,13.7,19:21,52.1,1999-01-04,Brig,--,CHE,CHE,73,175,2017,1,1,20172018,N,Regular Season
Hayden Hodgson,20212022,PHI,R,R,6,1,2,3,-1,11,0.5,1,3,0,0,0,0,0,0,10,10,13:12,50,1996-03-02,Windsor,ON,CAN,CAN,74,221,--,--,--,20212022,N,Regular Season
Mike Hoffman,20212022,MTL,L,C,67,15,20,35,-24,32,0.52,11,22,4,13,0,0,0,3,154,9.7,17:03,60,1989-11-24,Kitchener,ON,CAN,CAN,72,190,2009,5,130,20112012,N,Regular Season
Gregory Hofmann,20212022,CBJ,L,C,24,2,5,7,6,8,0.29,2,7,0,0,0,0,0,2,33,6.1,12:30,0,1992-11-13,Biel,--,CHE,CHE,72,194,2011,4,103,20212022,N,Regular Season
Linus Hogberg,20212022,PHI,L,D,5,0,2,2,0,2,0.4,0,2,0,0,0,0,0,0,3,0,17:04,--,1998-09-04,Stockholm,--,SWE,SWE,73,176,2016,5,139,20212022,N,Regular Season
Nils Hoglander,20212022,VAN,L,L,60,10,8,18,-6,24,0.3,9,15,1,3,0,0,0,0,132,7.6,13:05,0,2000-12-20,Bockträsk,--,SWE,SWE,69,185,2019,2,40,20202021,N,Regular Season
Nick Holden,20212022,OTT,L,D,76,5,14,19,0,12,0.25,5,19,0,0,0,0,0,1,75,6.7,19:51,0,1987-05-15,St. Albert,AB,CAN,CAN,76,210,--,--,--,20102011,N,Regular Season
Justin Holl,20212022,TOR,R,D,69,3,20,23,14,41,0.33,2,20,0,0,1,3,0,1,64,4.7,20:12,--,1992-01-30,Tonka Bay,MN,USA,USA,76,194,2010,2,54,20172018,N,Regular Season
Alexander Holtz,20212022,NJD,R,R,9,0,2,2,-5,2,0.22,0,1,0,1,0,0,0,0,12,0,12:16,--,2002-01-23,Stockholm,--,SWE,SWE,72,198,2020,1,7,20212022,N,Regular Season
Patric Hornqvist,20212022,FLA,R,R,65,11,17,28,-5,19,0.43,8,21,3,7,0,0,0,0,165,6.7,12:40,38.1,1987-01-01,Sollentuna,--,SWE,SWE,71,189,2005,7,230,20082009,N,Regular Season
Bo Horvat,20212022,VAN,L,C,70,31,21,52,3,40,0.74,17,32,13,19,1,1,0,4,194,16,19:31,57,1995-04-05,London,ON,CAN,CAN,73,215,2013,1,9,20142015,N,Regular Season
Brett Howden,20212022,VGK,L,C,47,9,11,20,9,12,0.43,9,18,0,0,0,2,0,2,39,23.1,10:39,48.1,1998-03-29,Calgary,AB,CAN,CAN,74,201,2016,1,27,20182019,N,Regular Season
Filip Hronek,20212022,DET,R,D,78,5,33,38,-29,36,0.49,3,31,2,7,0,0,0,0,133,3.8,22:02,--,1997-11-02,Hradec Kralove,--,CZE,CZE,72,190,2016,2,53,20182019,N,Regular Season
Jonathan Huberdeau,20212022,FLA,L,C,80,30,85,115,35,54,1.44,22,72,5,38,3,5,2,7,222,13.5,19:25,33.3,1993-06-04,Saint-Jerome,QC,CAN,CAN,73,200,2011,1,3,20122013,N,Regular Season
Jack Hughes,20212022,NJD,L,C,49,26,30,56,-16,0,1.14,20,42,6,14,0,0,2,2,165,15.8,19:34,34.6,2001-05-14,Orlando,FL,USA,USA,71,175,2019,1,1,20192020,N,Regular Season
Quinn Hughes,20212022,VAN,L,D,76,8,60,68,10,28,0.89,8,35,0,31,0,2,1,1,150,5.3,25:15,--,1999-10-14,Orlando,FL,USA,USA,70,180,2018,1,7,20182019,N,Regular Season
Brad Hunt,20212022,VAN,L,D,50,3,14,17,-3,12,0.34,3,15,0,2,0,0,0,0,67,4.5,15:15,--,1988-08-24,Maple Ridge,BC,CAN,CAN,69,177,--,--,--,20132014,N,Regular Season
Dryden Hunt,20212022,NYR,L,L,76,6,11,17,-10,52,0.22,6,17,0,0,0,0,0,2,94,6.4,12:17,25,1995-11-24,Cranbrook,BC,CAN,CAN,72,193,--,--,--,20172018,N,Regular Season
Ben Hutton,20212022,VGK,L,D,58,3,10,13,7,32,0.22,3,13,0,0,0,0,0,0,78,3.9,15:28,--,1993-04-20,Brockville,ON,CAN,CAN,75,209,2012,5,147,20152016,N,Regular Season
Grant Hutton,20212022,NYI,R,D,16,1,0,1,-1,4,0.06,1,1,0,0,0,0,0,0,22,4.6,14:11,--,1995-07-25,Carmel,IN,USA,USA,75,210,--,--,--,20212022,N,Regular Season
Zach Hyman,20212022,EDM,R,L,76,27,27,54,-9,36,0.71,21,40,5,10,1,4,1,4,213,12.7,19:28,48.2,1992-06-09,Toronto,ON,CAN,CAN,73,206,2010,5,123,20152016,N,Regular Season
Alex Iafallo,20212022,LAK,L,L,79,17,20,37,4,8,0.47,13,29,3,6,1,2,1,2,215,7.9,18:30,46.9,1993-12-21,Eden,NY,USA,USA,72,201,--,--,--,20172018,N,Regular Season
Bokondji Imama,20212022,ARI,L,L,4,1,0,1,-2,5,0.25,1,1,0,0,0,0,0,0,3,33.3,4:31,--,1996-08-03,Montréal,QC,CAN,CAN,73,221,2015,6,180,20212022,N,Regular Season
Matt Irwin,20212022,WSH,L,D,17,1,3,4,0,6,0.24,1,4,0,0,0,0,0,0,29,3.5,12:39,--,1987-11-29,Victoria,BC,CAN,CAN,74,200,--,--,--,20122013,N,Regular Season
Mark Jankowski,20212022,BUF,L,L,19,2,3,5,2,4,0.26,2,5,0,0,0,0,0,1,14,14.3,13:39,48,1994-09-13,Hamilton,ON,CAN,CAN,76,212,2012,1,21,20162017,N,Regular Season
Mattias Janmark,20212022,VGK,L,C,67,9,16,25,3,21,0.37,7,22,0,0,2,3,0,1,89,10.1,14:21,40.7,1992-12-08,Danderyd,--,SWE,SWE,74,205,2013,3,79,20152016,N,Regular Season
Calle Jarnkrok,20212022,"SEA,CGY",R,C,66,12,18,30,-14,6,0.45,10,24,2,6,0,0,0,1,101,11.9,16:02,51.2,1991-09-25,Gavle,--,SWE,SWE,72,191,2010,2,51,20132014,N,Regular Season
Christian Jaros,20212022,NJD,R,D,11,0,0,0,-4,2,0,0,0,0,0,0,0,0,0,9,0,11:01,--,1996-04-02,Kosice,--,SVK,SVK,75,222,2015,5,139,20172018,N,Regular Season
Seth Jarvis,20212022,CAR,R,C,68,17,23,40,11,18,0.59,15,34,2,6,0,0,1,4,110,15.5,13:53,44,2002-02-01,Winnipeg,MB,CAN,CAN,70,184,2020,1,13,20212022,N,Regular Season
Dmitrij Jaskin,20212022,ARI,L,R,12,0,1,1,-6,4,0.08,0,1,0,0,0,0,0,0,23,0,14:47,50,1993-03-23,Omsk,--,RUS,CZE,74,216,2011,2,41,20122013,N,Regular Season
Tanner Jeannot,20212022,NSH,L,L,81,24,17,41,2,130,0.51,21,37,2,3,1,1,1,5,124,19.4,15:59,41.7,1997-05-29,Estevan,SK,CAN,CAN,74,220,--,--,--,20202021,N,Regular Season
Jan Jenik,20212022,ARI,L,C,13,2,1,3,-6,11,0.23,2,3,0,0,0,0,0,1,22,9.1,10:41,42.1,2000-09-15,Nymburk,--,CZE,CZE,74,199,2018,3,65,20202021,N,Regular Season
Boone Jenner,20212022,CBJ,L,C,59,23,21,44,-11,22,0.75,15,34,8,10,0,0,0,3,160,14.4,20:28,53.6,1993-06-15,Dorchester,ON,CAN,CAN,74,203,2011,2,37,20132014,N,Regular Season
Nick Jensen,20212022,WSH,R,D,76,5,16,21,32,21,0.28,5,21,0,0,0,0,0,1,88,5.7,19:21,--,1990-09-21,Rogers,MN,USA,USA,72,196,2009,5,150,20162017,N,Regular Season
Lucas Johansen,20212022,WSH,L,D,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,--,12:18,--,1997-11-16,Vancouver,BC,CAN,CAN,74,176,2016,1,28,20212022,N,Regular Season
Ryan Johansen,20212022,NSH,R,C,79,26,37,63,-2,53,0.8,15,39,11,24,0,0,1,6,118,22,16:34,52.6,1992-07-31,Vancouver,BC,CAN,CAN,75,218,2010,1,4,20112012,N,Regular Season
Marcus Johansson,20212022,"SEA,WSH",L,L,69,9,20,29,-26,4,0.42,6,19,3,10,0,0,0,2,111,8.1,16:08,41.8,1990-10-06,Landskrona,--,SWE,SWE,73,203,2009,1,24,20102011,N,Regular Season
Erik Johnson,20212022,COL,R,D,77,8,17,25,22,24,0.32,7,22,0,1,1,2,0,1,139,5.8,17:17,--,1988-03-21,Bloomington,MN,USA,USA,76,225,2006,1,1,20072008,N,Regular Season
Jack Johnson,20212022,COL,L,D,74,1,8,9,5,42,0.12,1,8,0,0,0,1,0,0,57,1.8,16:45,--,1987-01-13,Indianapolis,IN,USA,USA,74,225,2005,1,3,20062007,N,Regular Season
Kent Johnson,20212022,CBJ,L,C,9,0,3,3,2,2,0.33,0,1,0,2,0,0,0,0,5,0,12:27,--,2002-10-18,Port Moody,BC,CAN,CAN,72,180,2021,1,5,20212022,N,Regular Season
Reese Johnson,20212022,CHI,R,C,37,1,5,6,-13,16,0.16,1,6,0,0,0,0,0,0,24,4.2,10:38,50.5,1998-07-10,Regina,SK,CAN,CAN,73,193,--,--,--,20202021,N,Regular Season
Tyler Johnson,20212022,CHI,R,C,26,3,4,7,-8,12,0.27,3,5,0,2,0,0,0,0,30,10,12:59,60.8,1990-07-29,Spokane,WA,USA,USA,68,191,--,--,--,20122013,N,Regular Season
Andreas Johnsson,20212022,NJD,L,L,71,13,22,35,4,30,0.49,12,34,1,1,0,0,0,0,114,11.4,14:22,28.6,1994-11-21,Gavle,--,SWE,SWE,70,195,2013,7,202,20172018,N,Regular Season
Ross Johnston,20212022,NYI,L,L,32,2,5,7,-3,44,0.22,2,7,0,0,0,0,0,0,9,22.2,10:16,0,1994-02-18,Charlottetown,PE,CAN,CAN,77,232,--,--,--,20152016,N,Regular Season
Henri Jokiharju,20212022,BUF,R,D,60,3,16,19,-8,20,0.32,3,15,0,4,0,0,0,0,83,3.6,21:53,--,1999-06-17,Oulu,--,FIN,FIN,72,200,2017,1,29,20182019,N,Regular Season
Ben Jones,20212022,VGK,L,C,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,8:03,--,1999-02-26,Waterloo,ON,CAN,CAN,72,187,2017,7,189,20212022,N,Regular Season
Caleb Jones,20212022,CHI,L,D,51,5,10,15,-3,18,0.29,5,14,0,1,0,0,1,1,57,8.8,16:43,--,1997-06-06,Arlington,TX,USA,USA,73,194,2015,4,117,20182019,N,Regular Season
Max Jones,20212022,ANA,L,L,2,0,0,0,-1,15,0,0,0,0,0,0,0,0,0,2,0,9:54,50,1998-02-17,Rochester,MI,USA,USA,75,216,2016,1,24,20182019,N,Regular Season
Seth Jones,20212022,CHI,R,D,78,5,46,51,-37,28,0.65,5,31,0,19,0,1,0,0,194,2.6,26:13,--,1994-10-03,Arlington,TX,USA,USA,76,213,2013,1,4,20132014,N,Regular Season
Zac Jones,20212022,NYR,L,D,12,0,2,2,-7,0,0.17,0,2,0,0,0,0,0,0,8,0,15:10,--,2000-10-18,Richmond,VA,USA,USA,71,190,2019,3,68,20202021,N,Regular Season
Axel Jonsson-Fjallby,20212022,WSH,L,L,23,2,2,4,0,4,0.17,2,4,0,0,0,0,0,0,29,6.9,11:11,25,1998-02-10,Stockholm,--,SWE,SWE,73,189,2016,5,147,20212022,N,Regular Season
Mathieu Joseph,20212022,"TBL,OTT",L,R,69,12,18,30,12,29,0.43,10,26,0,0,2,4,1,3,86,14,14:12,41.7,1997-02-09,Laval,QC,CAN,CAN,73,186,2015,4,120,20182019,N,Regular Season
P.O Joseph,20212022,PIT,L,D,4,0,0,0,-2,2,0,0,0,0,0,0,0,0,0,7,0,18:14,--,1999-07-01,Laval,QC,CAN,CAN,74,185,2017,1,23,20202021,N,Regular Season
Dakota Joshua,20212022,STL,L,C,30,3,5,8,6,16,0.27,3,8,0,0,0,0,0,2,31,9.7,8:30,53.3,1996-05-15,Dearborn,MI,USA,USA,75,206,2014,5,128,20202021,N,Regular Season
Roman Josi,20212022,NSH,L,D,80,23,73,96,13,46,1.2,12,59,11,37,0,0,0,2,281,8.2,25:33,--,1990-06-01,Bern,--,CHE,CHE,73,201,2008,2,38,20112012,N,Regular Season
Tyson Jost,20212022,"COL,MIN",L,C,80,8,12,20,2,34,0.25,8,19,0,0,0,1,0,2,97,8.3,12:49,40.4,1998-03-14,St. Albert,AB,CAN,CAN,71,187,2016,1,10,20162017,N,Regular Season
Olli Juolevi,20212022,"FLA,DET",L,D,18,0,0,0,-1,6,0,0,0,0,0,0,0,0,0,18,0,12:45,--,1998-05-05,Helsinki,--,FIN,FIN,74,182,2016,1,5,20202021,N,Regular Season
Noah Juulsen,20212022,VAN,R,D,8,0,2,2,-4,0,0.25,0,2,0,0,0,0,0,0,6,0,14:41,--,1997-04-02,Surrey,BC,CAN,CAN,74,201,2015,1,26,20172018,N,Regular Season
Nazem Kadri,20212022,COL,L,C,71,28,59,87,13,71,1.23,20,58,8,29,0,0,0,6,247,11.3,19:14,49.7,1990-10-06,London,ON,CAN,CAN,72,185,2009,1,7,20092010,N,Regular Season
Kaapo Kakko,20212022,NYR,L,R,43,7,11,18,9,10,0.42,6,16,1,2,0,0,0,2,62,11.3,15:27,14.3,2001-02-13,Turku,--,FIN,FIN,73,215,2019,1,2,20192020,N,Regular Season
Arthur Kaliyev,20212022,LAK,L,R,80,14,13,27,-3,37,0.34,8,18,6,9,0,0,0,2,194,7.2,12:39,--,2001-06-26,Tashkent,--,UZB,USA,74,210,2019,2,33,20202021,N,Regular Season
Wyatt Kalynuk,20212022,CHI,L,D,5,0,0,0,-3,2,0,0,0,0,0,0,0,0,0,1,0,12:00,--,1997-04-14,Brandon,MB,CAN,CAN,73,180,2017,7,196,20202021,N,Regular Season
David Kampf,20212022,TOR,L,C,82,11,15,26,12,20,0.32,9,22,0,0,2,4,0,1,102,10.8,15:16,52.9,1995-01-12,Chomutov,--,CZE,CZE,74,193,--,--,--,20172018,N,Regular Season
Evander Kane,20212022,EDM,L,L,43,22,17,39,25,60,0.91,17,32,3,4,2,3,0,3,152,14.5,19:27,45,1991-08-02,Vancouver,BC,CAN,CAN,74,218,2009,1,4,20092010,N,Regular Season
Patrick Kane,20212022,CHI,L,R,78,26,66,92,-19,18,1.18,17,61,9,31,0,0,0,2,287,9.1,21:49,50,1988-11-19,Buffalo,NY,USA,USA,70,177,2007,1,1,20072008,N,Regular Season
Kasperi Kapanen,20212022,PIT,R,R,79,11,21,32,2,16,0.41,11,27,0,5,0,0,0,2,129,8.5,14:32,41.7,1996-07-23,Kuopio,--,FIN,FIN,73,194,2014,1,22,20152016,N,Regular Season
Kirill Kaprizov,20212022,MIN,L,L,81,47,61,108,27,34,1.33,33,77,14,31,0,0,2,5,289,16.3,19:06,55.6,1997-04-26,Novokuznetsk,--,RUS,RUS,70,202,2015,5,135,20202021,N,Regular Season
Erik Karlsson,20212022,SJS,R,D,50,10,25,35,-14,14,0.7,10,25,0,10,0,0,1,2,117,8.6,23:28,--,1990-05-31,Landsbro,--,SWE,SWE,72,186,2008,1,15,20092010,N,Regular Season
William Karlsson,20212022,VGK,L,C,67,12,23,35,3,10,0.52,9,30,1,3,2,2,0,0,135,8.9,18:17,51.7,1993-01-08,Marsta,--,SWE,SWE,72,190,2011,2,53,20142015,N,Regular Season
Fredrik Karlstrom,20212022,DAL,L,C,3,0,1,1,2,0,0.33,0,1,0,0,0,0,0,0,1,0,6:12,--,1998-01-12,Stockholm,--,SWE,SWE,75,195,2016,3,90,20212022,N,Regular Season
Ondrej Kase,20212022,TOR,R,R,50,14,13,27,4,14,0.54,9,18,4,8,1,1,0,2,119,11.8,13:59,18.2,1995-11-08,Kadan,--,CZE,CZE,72,187,2014,7,205,20162017,N,Regular Season
Zack Kassian,20212022,EDM,R,R,58,6,13,19,2,63,0.33,4,17,2,2,0,0,0,1,58,10.3,11:47,42.9,1991-01-24,Windsor,ON,CAN,CAN,75,211,2009,1,13,20112012,N,Regular Season
Mark Kastelic,20212022,OTT,R,C,16,2,2,4,-1,14,0.25,2,4,0,0,0,0,0,1,11,18.2,9:11,58.3,1999-03-11,Phoenix,AZ,USA,USA,76,227,2019,5,125,20212022,N,Regular Season
Boris Katchouk,20212022,"TBL,CHI",L,L,59,3,4,7,-7,39,0.12,3,7,0,0,0,0,0,1,58,5.2,9:55,36.8,1998-06-18,Vancouver,BC,CAN,CAN,74,206,2016,2,44,20212022,N,Regular Season
Martin Kaut,20212022,COL,R,R,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,8:49,--,1999-10-02,Brno,--,CZE,CZE,74,190,2018,1,16,20192020,N,Regular Season
Joey Keane,20212022,CAR,R,D,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,13:38,--,1999-07-02,Chicago,IL,USA,USA,72,187,2018,3,88,20202021,N,Regular Season
Duncan Keith,20212022,EDM,L,D,64,1,20,21,15,22,0.33,1,19,0,2,0,0,0,1,79,1.3,19:44,--,1983-07-16,Winnipeg,MB,CAN,CAN,73,192,2002,2,54,20052006,N,Regular Season
Clayton Keller,20212022,ARI,L,R,67,28,35,63,3,28,0.94,22,50,5,11,1,2,2,2,177,15.8,20:08,42.7,1998-07-29,Chesterfield,MO,USA,USA,70,175,2016,1,7,20162017,N,Regular Season
Parker Kelly,20212022,OTT,L,C,41,7,5,12,-4,60,0.29,7,12,0,0,0,0,0,0,48,14.6,10:35,0,1999-05-14,Camrose,AB,CAN,CAN,73,185,--,--,--,20202021,N,Regular Season
Adrian Kempe,20212022,LAK,L,R,78,35,19,54,-2,46,0.69,26,35,6,16,3,3,2,7,247,14.2,18:35,50,1996-09-13,Kramfors,--,SWE,SWE,74,200,2014,1,29,20162017,N,Regular Season
Michal Kempny,20212022,WSH,L,D,15,1,1,2,-3,16,0.13,1,2,0,0,0,0,0,0,10,10,15:50,--,1990-09-08,Hodonin,--,CZE,CZE,73,190,--,--,--,20162017,N,Regular Season
Alexander Kerfoot,20212022,TOR,L,C,82,13,38,51,19,20,0.62,13,47,0,1,0,3,0,1,117,11.1,15:13,42.7,1994-08-11,Vancouver,BC,CAN,CAN,71,185,2012,5,150,20172018,N,Regular Season
Tanner Kero,20212022,DAL,L,C,23,0,3,3,-5,0,0.13,0,3,0,0,0,0,0,0,14,0,9:34,64.3,1992-07-24,Hancock,MI,USA,USA,72,180,--,--,--,20152016,N,Regular Season
Phil Kessel,20212022,ARI,R,R,82,8,44,52,-24,40,0.63,6,38,2,14,0,0,0,0,175,4.6,16:41,33.3,1987-10-02,Madison,WI,USA,USA,71,208,2006,1,5,20062007,N,Regular Season
Jujhar Khaira,20212022,CHI,L,L,27,3,0,3,-4,13,0.11,3,3,0,0,0,0,0,0,32,9.4,13:36,52.5,1994-08-13,Surrey,BC,CAN,CAN,76,212,2012,3,63,20152016,N,Regular Season
Matt Kiersted,20212022,FLA,L,D,10,1,1,2,-8,2,0.2,1,2,0,0,0,0,0,0,11,9.1,14:03,--,1998-04-14,Elk River,MN,USA,USA,72,182,--,--,--,20202021,N,Regular Season
Alex Killorn,20212022,TBL,L,L,82,25,34,59,1,66,0.72,19,45,6,14,0,0,0,2,164,15.2,18:42,16.7,1989-09-14,Halifax,NS,CAN,CAN,73,192,2007,3,77,20122013,N,Regular Season
Bryce Kindopp,20212022,ANA,R,R,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6:06,0,1999-06-14,Lloydminster,AB,CAN,CAN,73,185,--,--,--,20212022,N,Regular Season
Joel Kiviranta,20212022,DAL,L,L,56,1,6,7,-6,10,0.13,1,7,0,0,0,0,0,0,59,1.7,9:31,0,1996-03-23,Vantaa,--,FIN,FIN,71,185,--,--,--,20192020,N,Regular Season
John Klingberg,20212022,DAL,R,D,74,6,41,47,-28,34,0.64,5,27,1,20,0,0,2,2,139,4.3,22:13,--,1992-08-14,Gothenburg,--,SWE,SWE,74,185,2010,5,131,20142015,N,Regular Season
Artemi Kniazev,20212022,SJS,L,D,1,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,2,0,11:59,--,2001-01-04,Kazan,--,RUS,RUS,71,178,2019,2,48,20212022,N,Regular Season
Slater Koekkoek,20212022,EDM,L,D,19,0,4,4,2,16,0.21,0,4,0,0,0,0,0,0,11,0,11:10,--,1994-02-18,Winchester,ON,CAN,CAN,74,193,2012,1,10,20142015,N,Regular Season
Otto Koivula,20212022,NYI,L,L,8,0,2,2,-2,0,0.25,0,2,0,0,0,0,0,0,8,0,10:45,42.3,1998-09-01,Nokia,--,FIN,FIN,76,229,2016,4,120,20192020,N,Regular Season
Keegan Kolesar,20212022,VGK,R,R,77,7,17,24,-6,68,0.31,5,22,1,1,1,1,0,0,94,7.5,12:39,40.4,1997-04-08,Brandon,MB,CAN,CAN,74,216,2015,3,69,20192020,N,Regular Season
Vladislav Kolyachonok,20212022,ARI,L,D,32,1,2,3,0,6,0.09,1,3,0,0,0,0,0,0,24,4.2,15:51,--,2001-05-26,Minsk,--,BLR,BLR,74,195,2019,2,52,20212022,N,Regular Season
Leo Komarov,20212022,NYI,L,R,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,--,10:50,100,1987-01-23,Narva,--,EST,FIN,71,205,2006,6,180,20122013,N,Regular Season
Travis Konecny,20212022,PHI,R,R,79,16,36,52,-23,77,0.66,13,42,3,10,0,0,0,3,220,7.3,17:37,41.9,1997-03-11,London,ON,CAN,CAN,70,192,2015,1,24,20162017,N,Regular Season
Anze Kopitar,20212022,LAK,L,C,81,19,48,67,-6,14,0.83,13,44,6,22,0,1,0,4,210,9.1,20:46,56.9,1987-08-24,Jesenice,--,SVN,SVN,75,225,2005,1,11,20062007,N,Regular Season
Kaedan Korczak,20212022,VGK,R,D,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,--,16:37,--,2001-01-29,Yorkton,SK,CAN,CAN,75,203,2019,2,41,20212022,N,Regular Season
Klim Kostin,20212022,STL,L,C,40,4,5,9,-3,23,0.23,4,9,0,0,0,0,0,1,31,12.9,9:01,50,1999-05-05,Penza,--,RUS,RUS,76,232,2017,1,31,20192020,N,Regular Season
Jesperi Kotkaniemi,20212022,CAR,L,C,66,12,17,29,3,37,0.44,12,25,0,4,0,0,0,3,81,14.8,12:01,51.2,2000-07-06,Pori,--,FIN,FIN,75,203,2018,1,3,20182019,N,Regular Season
